################################################
### A World Like Any Other The South De Jure ###
################################################
e_the_south;The South;;;;;;;;;;;;;x
k_rio_grande_do_sul;Rio Grande do Sul;;;;;;;;;;;;;x
k_rio_grande_do_sul_adj;Rio Grande do Sul;;;;;;;;;;;;;x
d_litoral_lagunar;Litoral Lagunar;;;;;;;;;;;;;x
d_litoral_lagunar_adj;Litoral Lagunar;;;;;;;;;;;;;x
c_chui;Chui;;;;;;;;;;;;;x
c_chui_adj;Chui;;;;;;;;;;;;;x
b_chui;Chui;;;;;;;;;;;;;x
c_rio_grande;Rio Grande;;;;;;;;;;;;;x
c_rio_grande_adj;Rio Grande;;;;;;;;;;;;;x
b_rio_grande;Rio Grande;;;;;;;;;;;;;x
b_cassino;Cassino;;;;;;;;;;;;;x
b_quinta;Quinta;;;;;;;;;;;;;x
b_ilha_dos_marinheiros;Ilha Dos Marinheiros;;;;;;;;;;;;;x
b_estreito;Estreito;;;;;;;;;;;;;x
b_ponta_dos_pescadores;Ponta Dos Pescadores;;;;;;;;;;;;;x
c_sao_jose_do_norte;Sao Jose do Norte;;;;;;;;;;;;;x
c_sao_jose_do_norte_adj;Sao Jose do Norte;;;;;;;;;;;;;x
b_sao_jose_do_norte;Sao Jose Do Norte;;;;;;;;;;;;;x
c_capao_do_leao;Capao do Leao;;;;;;;;;;;;;x
c_capao_do_leao_adj;Capao do Leao;;;;;;;;;;;;;x
b_capao_do_leao;Capao Do Leao;;;;;;;;;;;;;x
c_pelotas;Pelotas;;;;;;;;;;;;;x
c_pelotas_adj;Pelotas;;;;;;;;;;;;;x
b_pelotas;Pelotas;;;;;;;;;;;;;x
b_sao_lourenco_do_sul;Sao Lourenco Do Sul;;;;;;;;;;;;;x
b_turucu;Turucu;;;;;;;;;;;;;x
b_arroio_do_padre_2;Arroio Do Padre 2;;;;;;;;;;;;;x
b_povo_novo;Povo Novo;;;;;;;;;;;;;x
b_santa_izabel_do_sul;Santa Izabel Do Sul;;;;;;;;;;;;;x
c_cangucu;Cangucu;;;;;;;;;;;;;x
c_cangucu_adj;Cangucu;;;;;;;;;;;;;x
b_cangucu;Cangucu;;;;;;;;;;;;;x
d_tapes;Tapes;;;;;;;;;;;;;x
d_tapes_adj;Tapes;;;;;;;;;;;;;x
c_jaguarao;Jaguarao;;;;;;;;;;;;;x
c_jaguarao_adj;Jaguarao;;;;;;;;;;;;;x
b_jaguarao;Jaguarao;;;;;;;;;;;;;x
b_arroio_grande;Arroio Grande;;;;;;;;;;;;;x
b_passo_do_centuriao;Passo Do Centuriao;;;;;;;;;;;;;x
b_coxilha_do_lageado;Coxilha Do Lageado;;;;;;;;;;;;;x
b_cerro_chato;Cerro Chato;;;;;;;;;;;;;x
b_mingote;Mingote;;;;;;;;;;;;;x
c_herval;Herval;;;;;;;;;;;;;x
c_herval_adj;Herval;;;;;;;;;;;;;x
b_herval;Herval;;;;;;;;;;;;;x
c_piratini;Piratini;;;;;;;;;;;;;x
c_piratini_adj;Piratini;;;;;;;;;;;;;x
b_piratini;Piratini;;;;;;;;;;;;;x
b_pinheiro_machado;Pinheiro Machado;;;;;;;;;;;;;x
b_torrinhas_2;Torrinhas 2;;;;;;;;;;;;;x
b_arroio_da_solidao;Arroio Da Solidao;;;;;;;;;;;;;x
b_morro_redondo;Morro Redondo;;;;;;;;;;;;;x
b_arroio_do_padre;Arroio Do Padre;;;;;;;;;;;;;x
d_costa_doce;Costa Doce;;;;;;;;;;;;;x
d_costa_doce_adj;Costa Doce;;;;;;;;;;;;;x
c_camaqua;Camaqua;;;;;;;;;;;;;x
c_camaqua_adj;Camaqua;;;;;;;;;;;;;x
b_camaqua;Camaqua;;;;;;;;;;;;;x
b_arambare;Arambare;;;;;;;;;;;;;x
b_chuvisca;Chuvisca;;;;;;;;;;;;;x
b_cerro_grande_do_sul;Cerro Grande Do Sul;;;;;;;;;;;;;x
b_amaral_ferrador;Amaral Ferrador;;;;;;;;;;;;;x
c_dom_feliciano;Feliciano;;;;;;;;;;;;;x
c_dom_feliciano_adj;Feliciano;;;;;;;;;;;;;x
b_dom_feliciano;Dom Feliciano;;;;;;;;;;;;;x
